OPT School Codes,ATS Code,School Name,Address,Phone,District,Borough,Type of School,Building Code
75953,,HUDSON CATHOLIC H.S.,790 BERGEN AVENUE JERSEY CITY NJ 07306,(201) 332-5970,00*,JERSEY CITY,Parochial,
75578,,HUDSON COUNTY MONTESSORI SCH.,340 QUAKER RIDGE ROAD NEW ROCHELLE NY 10804,(914) 636-6202,00*,NEW ROCHELLE,Nonsectarian,
2984,02M437,HUDSON HS OF LEARNING TECH,351 WEST 18TH STREET New York NY 10011,(212) 488-3330,2,Manhattan,Public,M440
2080,,Hudson Way Immersion School,525 West 52 Street Manhattan NY 10019,(212) 787-8088,2,Manhattan,Nonsectarian,
29408,29Q498,Humanities and the Arts H.S.,207-01 116 AVENUE Queens NY 11411,(718) 978-2135,29,Queens,Public,Q490
2582,02M605,HUMANITIES PREP. SCHOOL,351 WEST 18 STREET New York NY 10011,(212) 929-4433,2,Manhattan,Public,M440
2835,,HUNTER COLLEGE ELEM SCH,71 EAST 94 STREET NEW YORK NY 10128,(212) 860-1291,2,Manhattan,Nonsectarian,
2816,,HUNTER COLLEGE HS,71 EAST 94TH STREET NEW YORK NY 10128,(212) 860-1282,2,Manhattan,Nonsectarian,
30291,30Q291,HUNTERS POINT COMM M.S.,1-50 51ST AVENUE Queens NY 11101,(718) 609-3300,30,Queens,Public,Q404
2641,,HUNTINGTON LRNG CTR IHO PROG,1556 THIRD AVENUE ROOM 209 New York NY 10128,(212) 534-3200,2,Manhattan,Nonsectarian,
3006,,HUNTINGTON LRNG CTR IHO PROG,237 WEST 72ND STREET MANAHATTAN NY 10023,(646) 891-7103,3,Manhattan,Nonsectarian,
75808,,HUNTINGTON LRNG CTR IHO PROG,1506 NORTHERN BLVD MANHASSET NY 11030,(516) 365-4455,00*,MANHASSET,Nonsectarian,
8497,08X424,HUNT'S POINT MS 424,730 BRYANT AVENUE BRONX NY 10474,(718) 328-1972,8,Bronx,Public,X074
8345,84X345,HYDE LEADERSHIP CHARTER SCH,730 BRYANT AVENUE Bronx NY 10474,(718) 991-5500,8,Bronx,Charter,X074
8346,84X345,HYDE LEADERSHIP CHARTER SCH HS,830 Hunts Point Avenue Bronx NY 10474,(718) 991-5500,8,Bronx,Charter,X074
19658,84K769,HYDE LEADERSHIP CHARTER SCH MS,720 Livonia Avenue Brooklyn NY 11207,(718) 495-5620,19,Brooklyn,Charter,K328
19657,84K769,HYDE LEADERSHIP CHARTER SCHOOL,330 ALABAMA AVENUE Brooklyn NY 11207,(718) 495-5620,19,Brooklyn,Charter,K328
10306,10X306,I 306,40 WEST TREMONT AVENUE Bronx NY 10453,(718) 583-5355,10,Bronx,Public,X306
20187,20K187,I.S. 187,1171 65 STREET Brooklyn NY 11219,(718) 236-3394,20,Brooklyn,Public,K486
25405,25Q250,I.S. 250,158-40 76 ROAD Queens NY 11366,(718) 591-9000,25,Queens,Public,Q168
3054,03M054,I.S. 54,103 WEST 107TH STREET New York NY 10025,(212) 678-2861,3,Manhattan,Public,M054
9451,84X717,ICAHN CHARTER SCHOOL # 1,1525 BROOK AVENUE Bronx NY 10457,(718) 716-8105,9,Bronx,Charter,X717
11399,84X422,ICAHN CHARTER SCHOOL # 3,1500 PELHAM PARKWAY SOUTH Bronx NY 10461,(718) 828-0034,11,Bronx,Charter,XAGA
11538,84X538,ICAHN CHARTER SCHOOL # 5,1500 PELHAM PARKWAY SOUTH Bronx NY 10461,(718) 716-8105,11,Bronx,Charter,XAGA
11378,84X378,ICAHN CHARTER SCHOOL #2,1640 BRONXDALE AVENUE Bronx NY 10462,(718) 828-6107,11,Bronx,Charter,X498
11648,84X496,ICAHN CHARTER SCHOOL #4,1500 PELHAM PARKWAY SOUTH Bronx NY 10461,(718) 828-0034,11,Bronx,Charter,XAGA
8362,84X362,ICAHN CHARTER SCHOOL #7,1535 STORY AVENUE Bronx NY 10473,(718) 328-5480,8,Bronx,Charter,X093
8363,84X362,ICAHN CHARTER SCHOOL #7 MS,1695 Seward Avenue Bronx NY 10473,(718) 328-5480,8,Bronx,Charter,X093
9133,84X133,ICAHN Charter School 6 Fulton,1701 FULTON AVENUE Bronx NY 10457,(718) 294-1706,9,Bronx,Charter,X004
12002,84X133,ICAHN Charter School 6 Mansion,1776 Mansion Street Bronx NY 10460,(718) 294-1706,12,Bronx,Charter,X004
28775,,IDEAL MONTESSORI SCHOOL,87-41 165 STREET Queens NY 11432,(718) 523-6237,28,Queens,Nonsectarian,
21736,,IMAGINE ACADEMY,1458 East 14TH STREET Brooklyn NY 11230,(718) 376-8882,21,Brooklyn,Nonsectarian,
19664,84K785,IMAGINE ME LEADERSHIP CHARTER,818 SCHENK AVENUE Brooklyn NY 11207,(347) 985-2140,19,Brooklyn,Charter,KAKM
1761,,IMMACULATE CONCEPTION SCH,419 EAST 13TH STREET New York NY 10009,(212) 475-2590,1,Manhattan,Parochial,
7701,,IMMACULATE CONCEPTION SCH,378 EAST 151ST STREET Bronx NY 10455,(718) 585-4843,7,Bronx,Parochial,
11727,,IMMACULATE CONCEPTION SCH,760 EAST GUN HILL ROAD Bronx NY 10467,(718) 547-3346,11,Bronx,Parochial,
29733,,IMMACULATE CONCEPTION SCH,179-14 DALNY ROAD Queens NY 11432,(718) 739-5933,29,Queens,Parochial,
30734,,IMMACULATE CONCEPTION SCH,21-63 29TH STREET Queens NY 11105,(718) 728-1969,30,Queens,Parochial,
13010,,IMPARTIAL HEARING OFFICE,131 LIVINGSTON STREET BROOKLYN NY 11201,(718) 935-4790,13,Brooklyn,Public,
21644,,IMREI CHAIM VIZ- BOYS,1824 53RD STREET Brooklyn NY 11204,(718) 234-2000,21,Brooklyn,Yeshiva,
15886,,IMREI CHAIM-BNOS MARGOLIA GIRL,971 41ST STREET Brooklyn NY 11219,(718) 234-2050,15,Brooklyn,Yeshiva,
29734,,Incarnation Catholic Academy,89-15 FRANCIS LEWIS BLVD Queens NY 11427,(718) 465-5066,29,Queens,Parochial,
6749,,INCARNATION SCHOOL,570 WEST 175TH STREET New York NY 10033,(212) 795-1030,6,Manhattan,Parochial,
2544,02M544,INDEPENDENCE HS WESTEND CAMPUS,850 TENTH AVENUE New York NY 10019,(212) 262-8067,2,Manhattan,Public,M834
30502,30Q502,Information Technology H. S.,21-16 44th Road Queens NY 11101,(718) 937-4270,30,Queens,Public,Q725
3688,03M404,INNOVATION DIPLOMA PLUS,145 WEST 84TH STREET ROOM 421A New York NY 10024,(212) 724-2039,3,Manhattan,Public,M470
29243,29Q243,INST HEALTH PROF AT CAMBRIA,207-01 116TH AVENUE Queens NY 11411,(718) 723-7301,29,Queens,Public,Q490
2378,02M407,INSTITUTE FOR COLLABORATIVE ED,345 EAST 15 ST New York NY 10003,(212) 475-7972,2,Manhattan,Public,M475
75041,,Intensive Day Treatment S Oaks,400 Sunrise Highway Amityville NY 11701,(631) 264-4000,00*,Amityville,Nonsectarian,
3896,,INTER ACAD OF HOPE (I HOPE),101 WEST 116TH STREET New York NY 10026,(212) 787-8315,3,Manhattan,Nonsectarian,
3019,,International Academy of Hope,150 Amsterdam Avenue New York NY 10023,(212) 787-8315,3,Manhattan,Nonsectarian,
2082,,International Academy of NY,4 East 90 Street Manhattan NY 10128,(212) 641-0260,2,Manhattan,Nonsectarian,
15008,84K766,International Charter School,9 Hanover Place Brooklyn NY 11201,(718) 305-4199,15,Brooklyn,Charter,KAKC
7334,07X334,INTERNATIONAL COMMUNITY HS,345 BROOK AVENUE Bronx NY 10454,(718) 665-4128,7,Bronx,Public,X139
24530,24Q530,INTERNATIONAL HIGH SCHOOL,45-35 VAN DAM STREET Queens NY 11101,(718) 392-3433,24,Queens,Public,Q520
21337,21K337,INTERNATIONAL HS @ LAFAYETTE,2630 BENSON AVENUE Brooklyn NY 11214,(718) 333-7860,21,Brooklyn,Public,K400
2927,02M438,INTERNATIONAL HS AT UNION SQ,40 IRVING PLACE New York NY 10003,(212) 533-2560,2,Manhattan,Public,M460
24236,24Q236,INTERNATIONAL HS HEALTH SCI.,48-01 90TH STREET Queens NY 11373,(718) 595-8600,24,Queens,Public,Q455
15699,,INTERNATIONAL SCHOOL OF BKLYN,477 COURT STREET Brooklyn NY 11231,(718) 369-3023,15,Brooklyn,Nonsectarian,
10395,84X347,Intnl. Leadership Charter Schl,3030 Riverdale Avenue Bronx NY 10463,(718) 562-2300,10,Bronx,Charter,XBAA
13766,84K766,Intrntl Charter School of NY,80 Willoughby Street Brooklyn NY 11201,(718) 305-4199,13,Brooklyn,Charter,KAKC
6558,84M478,INWOOD ACAD FOR LEADERSHIP HS,3896 10 Avenue New York NY 10034,(646) 665-5570,6,Manhattan,Charter,MBTQ
6685,84M478,INWOOD ACAD LEADERSHIP CHARTER,433 WEST 204 STREET New York NY 10040,(646) 665-5570,6,Manhattan,Charter,MBTQ
75602,,IONA PREP HS,WILMOT RD NEW ROCHELLE NY 10804,(914) 632-0714,00*,NEW ROCHELLE,Parochial,
29109,29Q109,IS 109,213-10 92ND AVENUE Queens NY 11428,(718) 465-0651,29,Queens,Public,Q109
24125,24Q125,IS 125,46-02 47TH AVENUE Queens NY 11377,(718) 937-0320,24,Queens,Public,Q125
30126,30Q126,IS 126,31-51 21ST STREET Queens NY 11106,(718) 274-8316,30,Queens,Public,Q126
12129,12X129,IS 129,2055 MAPES AVENUE Bronx NY 10460,(718) 933-5976,12,Bronx,Public,X129
2131,02M131,IS 131,100 HESTER STREET New York NY 10002,(212) 219-1204,2,Manhattan,Public,M131
8131,08X131,IS 131,885 BOLTON AVENUE Bronx NY 10473,(718) 991-7490,8,Bronx,Public,X131
22014,22K014,IS 14,2424 BATCHELDER STREET Brooklyn NY 11235,(718) 743-0220,22,Brooklyn,Public,K014
30141,30Q141,IS 141,37-11 21ST AVENUE Queens NY 11105,(718) 278-6403,30,Queens,Public,Q141
11144,11X144,IS 144,2545 GUNTHER AVENUE Bronx NY 10469,(718) 794-9749,11,Bronx,Public,X144
30145,30Q145,IS 145,33-34 80TH STREET Queens NY 11372,(718) 457-1242,30,Queens,Public,Q145
7151,07X151,IS 151,250 EAST 156TH STREET Bronx NY 10451,(718) 292-0260,7,Bronx,Public,X151
26158,26Q158,IS 158,46-35 OCEANIA STREET Queens NY 11361,(718) 423-8100,26,Queens,Public,Q158
19171,19K171,IS 171,528 RIDGEWOOD AVENUE Brooklyn NY 11208,(718) 647-0111,19,Brooklyn,Public,K171
11180,11X180,IS 180,700 BAYCHESTER AVENUE Bronx NY 10475,(718) 904-5650,11,Bronx,Public,X180
11181,11X181,IS 181,800 BAYCHESTER AVENUE Bronx NY 10475,(718) 904-5600,11,Bronx,Public,X181
12190,12X190,IS 190,1550 CROTONA PARK EAST Bronx NY 10460,(718) 620-9423,12,Bronx,Public,X061
29192,29Q192,IS 192,109-89 204TH STREET Queens NY 11412,(718) 479-5540,29,Queens,Public,Q192
31002,31R002,IS 2,333 MIDLAND AVENUE Richmond NY 10306,(718) 987-5336,31,Staten Island,Public,R002
10206,10X206,IS 206,2280 AQUEDUCT AVENUE Bronx NY 10468,(718) 584-1570,10,Bronx,Public,X206
18211,18K211,IS 211,1001 EAST 100TH STREET Brooklyn NY 11236,(718) 251-4411,18,Brooklyn,Public,K211
2217,02M217,IS 217,"645 MAIN STREET, ROOSEVELT ISLAND New York NY 10044",(212) 980-0294,2,Manhattan,Public,M271
12217,12X217,IS 217 SCH OF PERFORMING ARTS,977 FOX STREET Bronx NY 10459,(718) 589-4844,12,Bronx,Public,X116
19218,19K218,IS 218,370 FOUNTAIN AVENUE Brooklyn NY 11208,(718) 647-9050,19,Brooklyn,Public,K218
20220,20K220,IS 220,4812 9TH AVENUE Brooklyn NY 11220,(718) 633-8200,20,Brooklyn,Public,K220
20227,20K227,IS 227,6500 16TH AVENUE Brooklyn NY 11204,(718) 256-8218,20,Brooklyn,Public,K227
21228,21K228,IS 228 DAVID A. BOODY,228 AVENUE S Brooklyn NY 11223,(718) 375-7635,21,Brooklyn,Public,K228
30230,30Q230,IS 230,73-10 34TH AVENUE Queens NY 11372,(718) 335-7648,30,Queens,Public,Q230
22234,22K234,IS 234,1875 EAST 17TH STREET Brooklyn NY 11229,(718) 645-1334,22,Brooklyn,Public,K234
25237,25Q237,IS 237,46-21 COLDEN STREET Queens NY 11355,(718) 353-6464,25,Queens,Public,Q237
29238,29Q238,IS 238,88-15 182ND STREET Queens NY 11423,(718) 297-9821,29,Queens,Public,Q238
21239,21K239,IS 239,2401 NEPTUNE AVENUE Brooklyn NY 11224,(718) 266-0814,21,Brooklyn,Public,K239
31024,31R024,IS 24,225 CLEVELAND AVENUE Richmond NY 10308,(718) 982-4700,31,Staten Island,Public,R024
22240,22K240,IS 240,2500 NOSTRAND AVENUE Brooklyn NY 11210,(718) 253-3700,22,Brooklyn,Public,K240
17246,17K246,IS 246,72 VERONICA PLACE Brooklyn NY 11226,(718) 282-5230,17,Brooklyn,Public,K246
25025,25Q025,IS 25,34-65 192ND STREET Queens NY 11358,(718) 961-3480,25,Queens,Public,Q025
13256,13K256,IS 256,114 KOSCIUSKO STREET Brooklyn NY 11216,(718) 857-9820,13,Brooklyn,Public,K256
20259,20K259,IS 259,7301 FORT HAMILTON PARKWAY Brooklyn NY 11228,(718) 833-1000,20,Brooklyn,Public,K259
31027,31R027,IS 27,11 Clove Lake Place Richmond NY 10310,(718) 981-8800,31,Staten Island,Public,R027
22278,22K278,IS 278,1925 STUART STREET Brooklyn NY 11229,(718) 375-3523,22,Brooklyn,Public,K278
21281,21K281,IS 281,8787 24TH AVENUE Brooklyn NY 11214,(718) 996-6706,21,Brooklyn,Public,K281
5286,05M286,IS 286 R.M.L.A.,509 WEST 129TH STREET New York NY 10027,(212) 543-4960,5,Manhattan,Public,M043
2289,02M289,IS 289,201 WARREN STREET New York NY 10282,(212) 571-9268,2,Manhattan,Public,M089
32291,32K291,IS 291,231 PALMETTO STREET Brooklyn NY 11221,(718) 574-0361,32,Brooklyn,Public,K291
19292,19K292,IS 292,301 VERMONT STREET Brooklyn NY 11207,(718) 498-6562,19,Brooklyn,Public,K292
20030,20K030,IS 30,7002 4th AVENUE Brooklyn NY 11209,(718) 491-8440,20,Brooklyn,Public,K331
20006,20K030,IS 30 ANNEX,415 OVINGTON AVENUE BROOKLYN NY 11209,(718) 491-5684,20,Brooklyn,Public,K331
21303,21K303,IS 303 - HERBERT S. EISENBERG,501 WEST AVENUE Brooklyn NY 11224,(718) 996-0100,21,Brooklyn,Public,K303
14318,14K318,IS 318,101 WALTON STREET Brooklyn NY 11206,(718) 782-0589,14,Brooklyn,Public,K318
31034,31R034,IS 34,528 ACADEMY AV Richmond NY 10307,(718) 477-4500,31,Staten Island,Public,R034
19364,19K364,IS 364,1426 FREEPORT LOOP Brooklyn NY 11239,(718) 642-3007,19,Brooklyn,Public,K364
19528,19K364,IS 364 AX,1461 GENEVA LOOP Brooklyn NY 11239,(718) 642-3007,19,Brooklyn,Public,K364
22381,22K381,IS 381,2500 Nostrand Avenue Brooklyn NY 11210,(718) 434-0425,22,Brooklyn,Public,K240
32383,32K383,IS 383,1300 GREENE AVENUE Brooklyn NY 11237,(718) 574-0390,32,Brooklyn,Public,K383
23392,23K392,IS 392 GIFTED & TALENTED,104 SUTTER AVENUE Brooklyn NY 11233,(718) 498-2491,23,Brooklyn,Public,K356
17210,17K394,IS 394,188 ROCHESTER AVENUE Brooklyn NY 11213,(718) 756-3164,17,Brooklyn,Public,K210
31049,31R049,IS 49,101 Warren Street Richmond NY 10304,(718) 727-6040,31,Staten Island,Public,R049
24005,24Q005,IS 5,50-40 JACOBUS ST ELMHURST NY 11373,(718) 205-6788,24,Queens,Public,Q005
31051,31R051,IS 51,20 HOUSTON STREET Richmond NY 10302,(718) 981-0502,31,Staten Island,Public,R051
6052,06M052,IS 52,650 ACADEMY STREET New York NY 10034,(212) 567-9162,6,Manhattan,Public,M052
6528,06M528,IS 528 BEA FULLER RODGERS SCH,180 WADSWORTH AVENUE New York NY 10033,(212) 740-4900,6,Manhattan,Public,M528
27053,27Q053,IS 53,1045 NAMEOKE STREET Queens NY 11691,(718) 471-6900,27,Queens,Public,Q053
29059,29Q059,IS 59,132-55 RIDGEDALE STREET Queens NY 11413,(718) 527-3501,29,Queens,Public,Q059
24061,24Q061,IS 61,98-50 50TH AVENUE Queens NY 11368,(718) 760-3233,24,Queens,Public,Q061
31061,31R061,IS 61,445 Castleton Avenue Richmond NY 10301,(718) 727-8481,31,Staten Island,Public,R061
20062,20K062,IS 62,700 CORTELYOU ROAD Brooklyn NY 11218,(718) 941-5450,20,Brooklyn,Public,K062
18068,18K068,IS 68,956 EAST 82ND STREET Brooklyn NY 11236,(718) 241-4800,18,Brooklyn,Public,K068
31007,31R007,IS 7,1270 HUGUENOT AVENUE Richmond NY 10312,(718) 697-8488,31,Staten Island,Public,R007
14071,14K071,IS 71,215 HEYWARD STREET Brooklyn NY 11206,(718) 302-7900,14,Brooklyn,Public,K071
14432,14K071,IS 71 BILINGUAL-YIDDISH PROG,215 HEYWARD STREET Brooklyn NY 11206,(718) 302-7900,14,Brooklyn,Public,K071
31072,31R072,IS 72,33 FERNDALE AVENUE Richmond NY 10314,(718) 698-5757,31,Staten Island,Public,R072
24073,24Q073,IS 73,70-02 54TH AVENUE Queens NY 11378,(718) 639-3817,24,Queens,Public,Q073
26074,26Q074,IS 74,61-15 OCEANIA STREET Bayside NY 11364,(718) 631-6800,26,Queens,Public,Q074
31075,31R075,IS 75,455 HUGUENOT AVENUE Richmond NY 10312,(718) 701-6343,31,Staten Island,Public,R075
24077,24Q077,IS 77,976 SENECA AVENUE Queens NY 11385,(718) 366-7120,24,Queens,Public,Q849
22078,22K078,IS 78,1420 EAST 68TH STREET Brooklyn NY 11234,(718) 763-4701,22,Brooklyn,Public,K078
24093,24Q093,IS 93,66-56 FOREST AVENUE Queens NY 11385,(718) 821-4882,24,Queens,Public,Q093
21096,21K096,IS 96,99 AVENUE P Brooklyn NY 11204,(718) 236-1344,21,Brooklyn,Public,K096
21801,21K098,IS 98 BAY ACADEMY,1401 EMMONS AVENUE Brooklyn NY 11235,(718) 891-9005,21,Brooklyn,Public,K043
75884,,ISAAC E.YOUNG MIDDLE SCHOOL,270 CENTRE AVENUE NEW ROCHELLE NY 10805,(914) 235-5927,00*,NEW ROCHELLE,non nyc pub,
4403,04M825,ISAAC NEWTON SCHOOL,260 PLEASANT AVENUE New York NY 10029,(212) 860-6006,4,Manhattan,Public,M435
10342,10X342,ISLA,2780 RESERVOIR AVENUE Bronx NY 10458,(718) 329-8572,10,Bronx,Public,X430
2818,,ISLAMIC CULTURAL CTR SCHOOL,222 EAST 97TH STREET New York NY 10029,(212) 722-1838,2,Manhattan,Other Rel,
18564,18K563,IT TAKES A VILLAGE ACADEMY,5800 TILDEN AVENUE Brooklyn NY 11203,(718) 629-2307,18,Brooklyn,Public,K415
21871,,IVDU Elementary School,1301 EAST 18TH STREET Brooklyn NY 11230,(718) 758-2999,21,Brooklyn,Yeshiva,
75021,,IVDU School,410 Hungry Harbor Road Valley Stream NY 11581,(718) 758-2999,00*,Valley Stream,Yeshiva,
18927,84K927,Ivy Hill Prep Charter School,475 East 57 Street Brooklyn NY 11203,(917) 789-8959,18,Brooklyn,Charter,KBXX
5994,,JACKIE ROBINSON ALT LRNG SITE,181 WEST 135 STREET New York NY 10030,,5,Manhattan,Public,
17375,17K375,JACKIE ROBINSON SCHOOL-375K,46 MCKEEVER PLACE Brooklyn NY 11225,(718) 693-6655,17,Brooklyn,Public,K320
24802,,JACKSON HGHTS 7TH DA SCH,72-25 WOODSIDE AVENUE Queens NY 11377,(718) 426-5729,24,Queens,Christian,
2545,02M529,JACQUELINE KENNEDY ONASIS H.S,120 WEST 46 STREET New York NY 10036,(212) 391-0041,2,Manhattan,Public,M486
28460,,JAMAICA ASSESSMENT CENTER,175-10 88 AVE Queens NY 11452,(718) 739-3636,28,Queens,Public,
28350,28Q350,JAMAICA GATEWAY TO THE SCIENCE,167-01 GOTHIC DRIVE Queens NY 11432,(718) 480-2689,28,Queens,Public,Q470
28749,,JAMAICA SDA SCHOOL,88-28 163 STREET Queens NY 11432,(718) 297-3491,28,Queens,Christian,
28312,28Q312,JAMAICA'S CHILDREN'S SCHOOL,109-20 UNION HALL STREET Queens NY 11433,(718) 526-0160,28,Queens,Public,Q040
22527,22K425,JAMES MADISON HS,3787 BEDFORD AVENUE Brooklyn NY 11229,(718) 758-7200,22,Brooklyn,Public,K425
75870,,JAPANESE CHILDREN'S SOCIETY,8 WEST BAYVIEW AVE ENGLEWOOD NJ 07632,(201) 947-4832,00*,ENGLEWOOD,Nonsectarian,
26779,,JEW INST QUEENS BOYS MS & HS,6441 UTOPIA PARKWAY Queens NY 11365,(___) ___-____,26,Queens,Yeshiva,
5819,,JEWISH BD OF FAM & CHILD SER,34 WEST 139TH STREET New York NY 10037,(212) 690-7234,5,Manhattan,Nonsectarian,
21002,,JEWISH CTR FOR SP ED Girls,8109 Bay Parkway Brooklyn NY 11214,(718) 782-0064,21,Brooklyn,Yeshiva,
75439,,JEWISH ED. CTR. (BOYS),330 ELMORA AVE. ELIZABETH NJ 07208,(908) 355-4850,00*,ELIZABETH,Yeshiva,
75019,,JEWISH ED. CTR. (GIRLS),35-55 North Avenue Elizabeth NJ 07208,(908) 355-4850,00*,Elizabeth,Yeshiva,
31734,,JEWISH FOUNDATION SCHOOL,400 CASWELL AVENUE STATEN ISLAND NY 10314,(718) 983-6042,31,Staten Island,Yeshiva,
28770,,JEWISH INSTITUTE OF QUEENS,60-05 WOODHAVEN BLVD FOREST HILLS NY 11373,(718) 426-9369,28,Queens,Yeshiva,
30010,30Q010,JHS 10,45-11 31ST AVENUE LONG ISLAND CY NY 11103,(718) 278-7054,30,Queens,Public,Q010
13113,13K113,JHS 113 THE RONALD EDMONDS CNT,300 ADELPHI STREET Brooklyn NY 11205,(718) 834-6734,13,Brooklyn,Public,K113
14126,14K126,JHS 126,424 LEONARD STREET Brooklyn NY 11222,(718) 782-2527,14,Brooklyn,Public,K126
11127,11X127,JHS 127,1560 PURDY STREET Bronx NY 10462,(718) 892-8600,11,Bronx,Public,X127
15136,15K136,JHS 136,4004 4TH AVENUE Brooklyn NY 11232,(718) 840-1950,15,Brooklyn,Public,K136
6143,06M143,JHS 143,515 WEST 182ND STREET ROOM 104 New York NY 10033,(212) 927-7739,6,Manhattan,Public,M143
28157,28Q157,JHS 157,63-55 102ND STREET Queens NY 11374,(718) 830-4910,28,Queens,Public,Q157
32162,32K162,JHS 162,1390 WILLOUGHBY AVENUE Brooklyn NY 11237,(718) 821-4860,32,Brooklyn,Public,K162
2167,02M167,JHS 167,220 EAST 76TH STREET New York NY 10021,(212) 535-8610,2,Manhattan,Public,M167
25185,25Q185,JHS 185,147-26 25TH DRIVE Queens NY 11354,(718) 445-3232,25,Queens,Public,Q185
25189,25Q189,JHS 189Q,144-80 BARCLAY AVENUE Queens NY 11355,(718) 359-6676,25,Queens,Public,Q189
28190,28Q190,JHS 190 RUSSELL SAGE,68-17 AUSTIN STREET Queens NY 11375,(718) 830-4970,28,Queens,Public,Q190
25194,25Q194,JHS 194,154-60 17TH AVE Queens NY 11357,(718) 746-0818,25,Queens,Public,Q194
27202,27Q202,JHS 202,138-30 LAFAYETTE STREET Queens NY 11417,(718) 848-0001,27,Queens,Public,Q202
30204,30Q204,JHS 204,36-41 28TH STREET LONG ISLAND CIT NY 11106,(718) 937-1463,30,Queens,Public,Q204
27210,27Q210,JHS 210,93-11 101ST AVENUE Queens NY 11416,(718) 845-5942,27,Queens,Public,Q210
26216,26Q216,JHS 216,64-20 175TH STREET Queens NY 11365,(718) 358-2005,26,Queens,Public,Q216
28217,28Q217,JHS 217,85-05 144TH STREET Queens NY 11435,(718) 657-1120,28,Queens,Public,Q217
20223,20K223,JHS 223,4200 16TH AVENUE Brooklyn NY 11204,(718) 438-0155,20,Brooklyn,Public,K223
27226,27Q226,JHS 226,121-10 ROCKAWAY BLVD SOUTH OZONE PK NY 11420,(718) 843-2260,27,Queens,Public,Q226
18285,18K285,JHS 285,5909 BEVERLY ROAD Brooklyn NY 11203,(718) 451-2200,18,Brooklyn,Public,K285
14050,14K050,JHS 50,183 SOUTH 3RD STREET Brooklyn NY 11211,(718) 387-4184,14,Brooklyn,Public,K050
28008,28Q008,JHS 8,108-35 167TH STREET Queens NY 11433,(718) 739-6883,28,Queens,Public,Q008
10080,10X080,JHS 80,149 EAST MOSHOLU PARKWAY N Bronx NY 10467,(718) 405-6300,10,Bronx,Public,X080
12098,12X098,JHS 98,1619 BOSTON ROAD Bronx NY 10460,(718) 589-8200,12,Bronx,Public,X098
7379,07X379,JILL CHAIFETZ TRANSFER SCHOOL,778 FOREST AVENUE Bronx NY 10456,(718) 402-2429,7,Bronx,Public,X184
75635,,JOHN A.COLEMAN SCHOOL,317 NORTH STREET WHITE PLAINS NY 10605,(914) 597-4000,00*,WHITE PLAINS,Nonsectarian,
27519,27Q480,JOHN ADAMS HS,101-01 ROCKAWAY BLVD Queens NY 11417,(718) 322-0500,27,Queens,Public,Q480
25521,25Q425,JOHN BOWNE HS,63-25 MAIN STREET Queens NY 11367,(718) 263-1919,25,Queens,Public,Q425
75716,,JOHN CARDINAL O'CONNOR SCHOOL,16 NORTH BROADWAY IRVINGTON NY 10533,(914) 591-9330,00*,IRVINGTON,Parochial,
21506,21K540,JOHN DEWEY H.S.,50 AVENUE X Brooklyn NY 11223,(718) 373-6400,21,Brooklyn,Public,K540
15560,15K462,JOHN JAY SCHOOL FOR LAW,237 SEVENTH AVENUE Brooklyn NY 11215,(718) 832-4250,15,Brooklyn,Public,K460
2574,84M707,JOHN V. LINDSAY WILDCAT ACAD.,17 BATTERY PLACE New York NY 10004,(646) 993-1842,2,Manhattan,Charter,MAEG
31067,84R067,JOHN W. LAVELLE PREP CHARTER,1 TELEPORT DRIVE STATEN ISLAND NY 10311,(347) 855-2238,31,Staten Island,Charter,RALZ
17016,,JOHNS FAMILY CENTER,790 ST JOHNS PLACE BROOKLYN NY 11226,(___) ___-____,17,Brooklyn,Public,
10750,10X228,JONAS BRONCK ACADEMY MS 228,400 EAST FORDHAM ROAD Bronx NY 10458,(718) 365-2502,10,Bronx,Public,X283
4008,04M310,Judith S. Kaye HS,321 East 96th Street New York NY 10128,(212) 369-1509,4,Manhattan,Public,M646
4011,79M331,Judith S. Kaye HS - GED,321 East 96th Street New York NY 10128,(347) 443-6918,4,Manhattan,Public,M646
28014,79M331,Judith S.Kaye HS @ Queens Cntr,142-10 Linden Boulevard Queens NY 11436,(718) 558-2060,28,Queens,Public,M646
12563,84M707,JVL Wildcat Charter School,1239 LAFAYETTE AVENUE 3RD FLOOR Bronx NY 10474,(212) 209-6119,12,Bronx,Charter,MAEG
75649,,KADIMA LEARNING CENTER,984 RTE 202 MONSEY NY 10952,(914) 352-3752,00*,MONSEY,Nonsectarian,
9466,09X215,KAPPA ACADEMY MS 215,3630 THIRD AVENUE Bronx NY 10456,(718) 590-5455,9,Bronx,Public,X148
12447,12X316,KAPPA III,2055 MAPES AVENUE Bronx NY 10460,(718) 561-3580,12,Bronx,Public,X129
10374,10X374,KAPPA INTERNATIONAL HS,500 EAST FORDHAM ROAD 4TH FLOOR Bronx NY 10458,(718) 933-1247,10,Bronx,Public,X435
23518,23K518,KAPPA V,985 ROCKAWAY AVENUE Brooklyn NY 11212,(718) 922-4690,23,Brooklyn,Public,K275
27282,27Q282,KAPPA VI,8-21 BEACH 25TH STREET Queens NY 11691,(718) 471-6934,27,Queens,Public,Q465
75407,,KARAFIN SCHOOL,40 RADIO CIRCLE MOUNT KISCO NY 10549,(914) 666-9211,00*,MOUNT KISCO,Nonsectarian,
